1.4722194895832201, x, 0.6000000000000001, True
 3.3846945595318143, x, 0.01376494403223371, True
 6.228906310715169, x, 4.6646630676235764e-05, True
 10.494653955799963, x, 9.19688255917567e-09, True
 16.89327348058017, x, 2.5460699915435733e-14, True
 26.491202767367277, x, 1.172775499023964e-22, True
 40.88809669754794, x, 3.666331274969505e-35, True
 62.48343759281893, x, 6.408508021145502e-54, True
 94.87644893572542, x, 4.683222324368498e-82, True
 143.46596595008515, x, 2.925678094160104e-124, True
